concept_id,concept,direction,selection,event_id,prompt,prompt_group_id,preferred_image_id,rejected_image_id,preferred_score,rejected_score,difference,preferred_thumbnail,rejected_thumbnail,preferred_metadata,rejected_metadata,human_review_status,concept_present_preferred,concept_present_rejected,reviewer_notes
27327,lip,1,supportive,pickapic:1100,A dog,cd47b231fc5feac417cbb0170fb94efdbfdb3957a2cc2fe232f6a0f31c0ddd3c,pickapic:7446cb13-ca2a-460f-9206-978c801735c1,pickapic:b799f467-30ac-4c65-9379-aae4b688a99d,0.26818495988845825,0.18717685341835022,0.08100810647010803,gallery_images/da360de8d21f0a1f27ce9b78.jpg,gallery_images/7d5641c5c3c63eaa6cc5f691.jpg,"{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.6927667, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 7.7913384, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27327,lip,1,supportive,pickapic:792,garden full of beautiful monsteras and anthuriums,371d72337dcd72e208c548a409079dac9565e5531b4ad3051c1bae48bc23328b,pickapic:ee008411-3884-4477-8cc2-6d9c4933061a,pickapic:673b6efb-8bae-47f9-b19b-ecfb34727d50,0.23163124918937683,0.16905276477336884,0.062578484416008,gallery_images/e329d95958871fed5c39c631.jpg,gallery_images/c9c1dd08fefb14d47c83b360.jpg,"{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 8.984902, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 8.984902, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27327,lip,1,counterexample,pickapic:1665,Anime characters training to become Olympic rowers,71bb36abd4d8e78bdedacf7787724bbfb242a6cdef14d9153441ce74229e65f9,pickapic:9bff8ba0-44d0-4cea-8a0c-16a966b96370,pickapic:420e54ce-5b5c-48e6-9edb-7309e95c7436,0.21388381719589233,0.3049734830856323,-0.09108966588973999,gallery_images/63805ee6cb284f6efc12e9c6.jpg,gallery_images/d036df297543e63ca5d0b20e.jpg,"{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.476715, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.476715, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27327,lip,1,counterexample,pickapic:1568,Pancake Robot,07742870dfd8ed2e09e1b247091d4459c11461a9fff5c1545f08ab2e10b1f990,pickapic:a6cec737-bbf8-4b12-8305-faa804c0464f,pickapic:9c7c34a1-c2a0-4123-864f-9ce9896ff3fc,0.22736483812332153,0.30357298254966736,-0.07620814442634583,gallery_images/dcfad6587705eed470fe0666.jpg,gallery_images/c785d826a1ada9b42bf5bf44.jpg,"{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 8.484489, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 8.484489, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27327,lip,1,random_audit,pickapic:363,a japanese girl working out in a dress,e34e72d9766a294a63019e293b382a9b69af314437a05bd7562f3995128f26e3,pickapic:85deafa4-886f-4fbf-9434-eef73ef70c8a,pickapic:b7f2672d-3f0a-4504-ba7e-bf22ca091d47,0.2786581814289093,0.2760310471057892,0.002627134323120117,gallery_images/e111bc5b56413227a18fc3b9.jpg,gallery_images/2a8eb760be4691b0f0e9b304.jpg,"{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 9.080837, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 9.080837, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27327,lip,1,random_audit,pickapic:1763,"""Etched in the fading walls of ancient Pompeii, the graffiti stands as a testament to the vibrant life that once pulsed through the streets. Each stroke of the chisel tells a story, a message, a fleeting moment in time, forever captured in the stone. The art may be worn by the sands of time, yet its spirit endures, offering a glimpse into the past and a reminder that, even in the face of destruction, the human spirit can persevere.""",f183e63a9bbfbe627bd60b163f436c43c541d93c4e3e69f1986334b5aaa6b051,pickapic:e82bb3fb-c387-4228-91de-7d8cb3661fe2,pickapic:fc08a194-32af-418c-9da6-570c6ff8fb11,0.21563197672367096,0.22038191556930542,-0.0047499388456344604,gallery_images/cfb98847ba2c67896819038c.jpg,gallery_images/36c490af6136abe9587de496.jpg,"{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 7.1684217, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 7.1684217, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27330,lip-syncing,1,supportive,pickapic:1100,A dog,cd47b231fc5feac417cbb0170fb94efdbfdb3957a2cc2fe232f6a0f31c0ddd3c,pickapic:7446cb13-ca2a-460f-9206-978c801735c1,pickapic:b799f467-30ac-4c65-9379-aae4b688a99d,0.2609812319278717,0.18029813468456268,0.08068309724330902,gallery_images/da360de8d21f0a1f27ce9b78.jpg,gallery_images/7d5641c5c3c63eaa6cc5f691.jpg,"{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.6927667, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 7.7913384, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27330,lip-syncing,1,supportive,pickapic:560,Gay twink with a kangaroo saying hi ,56b70eba8fd2d1a668f09d7cdd703bd8059d6f9f0e1ffa99a6c126323ac5c764,pickapic:93ca271a-a559-45e8-a476-6928cb7a31c7,pickapic:450ce7f4-1664-4b96-993b-ec3ab4e047b8,0.29612675309181213,0.22869212925434113,0.06743462383747101,gallery_images/1863acbd63a515cd40902bbf.jpg,gallery_images/d5af74a83d1049236ce8786a.jpg,"{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 8.389208, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""stabilityai/stable-diffusion-2-1"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 8.389208, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27330,lip-syncing,1,counterexample,pickapic:737,A lightbulb wearing sunglasses and playing the bagpipes,32f8e1bfa97e24ae46adc5983a5103d6ab823365985ed1e33d95d44b903ffbe3,pickapic:b0879576-e5fd-4abf-ba2b-773d94c91dc3,pickapic:58cf667e-7d59-4f5c-bbf3-f4746ce240cc,0.23449823260307312,0.32248032093048096,-0.08798208832740784,gallery_images/118ad7b92a332a2d8357b432.jpg,gallery_images/55b7bf5c3a9aa4ea55dfe190.jpg,"{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.9706764, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.9706764, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
27330,lip-syncing,1,counterexample,pickapic:1665,Anime characters training to become Olympic rowers,71bb36abd4d8e78bdedacf7787724bbfb242a6cdef14d9153441ce74229e65f9,pickapic:9bff8ba0-44d0-4cea-8a0c-16a966b96370,pickapic:420e54ce-5b5c-48e6-9edb-7309e95c7436,0.217811718583107,0.30201783776283264,-0.08420611917972565,gallery_images/63805ee6cb284f6efc12e9c6.jpg,gallery_images/d036df297543e63ca5d0b20e.jpg,"{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.476715, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}","{""model_id"": ""yuvalkirstain/ProtoGen_X3.4_flax"", ""negative_prompt"": ""ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, mutation, mutated, extra limbs, extra legs, extra arms, disfigured, deformed, cross-eye, body out of frame, blurry, bad art, bad anatomy, blurred, text, watermark, grainy"", ""gs"": 6.476715, ""steps"": 25, ""scheduler_cls"": ""FlaxDPMSolverMultistepScheduler"", ""classification"": null}",unverified,,,
