concept_id,concept,direction,selection,event_id,prompt,prompt_group_id,preferred_image_id,rejected_image_id,preferred_score,rejected_score,difference,preferred_thumbnail,rejected_thumbnail,preferred_metadata,rejected_metadata,human_review_status,concept_present_preferred,concept_present_rejected,reviewer_notes
27330,lip-syncing,1,supportive,imagereward:test:010946-0081,hyperrealism stock photo of highly detailed stylish humanoid robot in sci - fi cyberpunk style by gragory crewdson and vincent di fate that working in the highly detailed data center by mike winkelmann and laurie greasley rendered in blender and octane render ,a524a03705d7460e8f5d1fc5e90117609ed6bef5c441e18e8a326f3d598463b7,imagereward:images/test/test_2/7078cf37-6555-4cac-bcaa-b938548ade07.webp,imagereward:images/test/test_2/aab28827-e893-4669-afa7-5d1cd1eaf3c7.webp,0.3312425911426544,0.20496013760566711,0.1262824535369873,gallery_images/ccae591e47b9ff7bf9c41af6.jpg,gallery_images/3817f0dde9fbe0c6b363ab8c.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}",unverified,,,
27330,lip-syncing,1,supportive,imagereward:test:001242-0093,photo of a guy playing a gameboy under the blanket in his bed at night ,f8ba5a2b702c53fb8fe74bd7512d4a35e39cd1e1049147c81b1cd9cbb7fde449,imagereward:images/test/test_2/110a32cc-ad34-448d-8e46-41377019b4ef.webp,imagereward:images/test/test_2/dd4650be-f68f-4941-9b0d-e12ecceb372e.webp,0.32254064083099365,0.21853217482566833,0.10400846600532532,gallery_images/a2211db6d99f46e313c43c64.jpg,gallery_images/8f7615d3a5eb6f22361f7ac1.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
27330,lip-syncing,1,counterexample,imagereward:test:010946-0081,hyperrealism stock photo of highly detailed stylish humanoid robot in sci - fi cyberpunk style by gragory crewdson and vincent di fate that working in the highly detailed data center by mike winkelmann and laurie greasley rendered in blender and octane render ,a524a03705d7460e8f5d1fc5e90117609ed6bef5c441e18e8a326f3d598463b7,imagereward:images/test/test_2/bb0aff26-9142-466d-9149-805251d5f68a.webp,imagereward:images/test/test_2/7078cf37-6555-4cac-bcaa-b938548ade07.webp,0.18378093838691711,0.3312425911426544,-0.1474616527557373,gallery_images/c3a1fd6530ca619e45d79ced.jpg,gallery_images/ccae591e47b9ff7bf9c41af6.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}",unverified,,,
27330,lip-syncing,1,counterexample,imagereward:test:010987-0077,wall with famous banksy graffiti ,981d3370524e07d4861c2a639de0f626bd4530b445a936a2dcee13183a00deda,imagereward:images/test/test_2/56024cf7-d1de-478b-8714-124947ba6a7b.webp,imagereward:images/test/test_2/32c5ac6c-10eb-4d2c-8442-46ffdcfb1cec.webp,0.22839215397834778,0.33141544461250305,-0.10302329063415527,gallery_images/c22d97dda28c620077ccb475.jpg,gallery_images/dd4fd47bbfccb32c62b69d34.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}",unverified,,,
27330,lip-syncing,1,random_audit,imagereward:test:007019-0095,"astronaut drifting afloat in space, in the darkness away from anyone else, alone, digital render, detailed illustration, black background dotted with stars, concept art, realistic, 8 k ",1cc69dd90585fe53b316368e8bec20b67a8c2abe627e4c2c13fb492b5775f876,imagereward:images/test/test_1/866fa2de-dab0-4f9d-bbbf-f6572dadb2f2.webp,imagereward:images/test/test_1/6e5e7414-718a-4392-b52c-2d932c488087.webp,0.19754916429519653,0.19707289338111877,0.0004762709140777588,gallery_images/b9b07a436bb436e9b5cc5949.jpg,gallery_images/135e55bf511209cf3e0b0055.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
27330,lip-syncing,1,random_audit,imagereward:test:007066-0058,"photograph of a ten year old girl by annie leibovitz, red hair, freckles, toothless ",e0635f554f1dd6d9c49d081f56f6a6ce251e5ffdf5c28583ccd2ad7e47e4ba73,imagereward:images/test/test_1/0cebd44d-259b-4f7d-80e5-b61364894edc.webp,imagereward:images/test/test_1/77508046-ae1f-4f9e-8976-937a6845fde7.webp,0.3392769694328308,0.3420644998550415,-0.0027875304222106934,gallery_images/8aaf9aaca43f79ec105c98e2.jpg,gallery_images/30790c24eeb3ea33c1a8d0d0.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
27328,lip-smacking,1,supportive,imagereward:test:010946-0081,hyperrealism stock photo of highly detailed stylish humanoid robot in sci - fi cyberpunk style by gragory crewdson and vincent di fate that working in the highly detailed data center by mike winkelmann and laurie greasley rendered in blender and octane render ,a524a03705d7460e8f5d1fc5e90117609ed6bef5c441e18e8a326f3d598463b7,imagereward:images/test/test_2/7078cf37-6555-4cac-bcaa-b938548ade07.webp,imagereward:images/test/test_2/aab28827-e893-4669-afa7-5d1cd1eaf3c7.webp,0.3400811553001404,0.2077639102935791,0.13231724500656128,gallery_images/ccae591e47b9ff7bf9c41af6.jpg,gallery_images/3817f0dde9fbe0c6b363ab8c.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}",unverified,,,
27328,lip-smacking,1,supportive,imagereward:test:010862-0025,"artgerm, psychedelic ben kweller, rocking out, headphones dj rave, digital artwork, r. crumb, svg vector ",4b6d109a9f1919376ce05c3b36a992317cde8bdd250a6fdb7c882cfa35435bd7,imagereward:images/test/test_2/35e61cd0-5853-418a-91aa-ec86b8cb548e.webp,imagereward:images/test/test_2/25ce7d21-2340-4e9b-b887-0d8f95452852.webp,0.3318766951560974,0.21948756277561188,0.11238913238048553,gallery_images/7a24fcc092f581e9b696bcee.jpg,gallery_images/58f0c70a19762b0ded534875.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
27328,lip-smacking,1,counterexample,imagereward:test:010946-0081,hyperrealism stock photo of highly detailed stylish humanoid robot in sci - fi cyberpunk style by gragory crewdson and vincent di fate that working in the highly detailed data center by mike winkelmann and laurie greasley rendered in blender and octane render ,a524a03705d7460e8f5d1fc5e90117609ed6bef5c441e18e8a326f3d598463b7,imagereward:images/test/test_2/bb0aff26-9142-466d-9149-805251d5f68a.webp,imagereward:images/test/test_2/7078cf37-6555-4cac-bcaa-b938548ade07.webp,0.190799281001091,0.3400811553001404,-0.14928187429904938,gallery_images/c3a1fd6530ca619e45d79ced.jpg,gallery_images/ccae591e47b9ff7bf9c41af6.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}",unverified,,,
27328,lip-smacking,1,counterexample,imagereward:test:010862-0025,"artgerm, psychedelic ben kweller, rocking out, headphones dj rave, digital artwork, r. crumb, svg vector ",4b6d109a9f1919376ce05c3b36a992317cde8bdd250a6fdb7c882cfa35435bd7,imagereward:images/test/test_2/25ce7d21-2340-4e9b-b887-0d8f95452852.webp,imagereward:images/test/test_2/7696a256-5028-4a37-b61a-e0c1faa14f60.webp,0.21948756277561188,0.3379640579223633,-0.1184764951467514,gallery_images/58f0c70a19762b0ded534875.jpg,gallery_images/d577c857a13f142503951002.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
