concept_id,concept,direction,selection,event_id,prompt,prompt_group_id,preferred_image_id,rejected_image_id,preferred_score,rejected_score,difference,preferred_thumbnail,rejected_thumbnail,preferred_metadata,rejected_metadata,human_review_status,concept_present_preferred,concept_present_rejected,reviewer_notes
34276,party-building,1,supportive,imagereward:test:007713-0046,Boris Johnson and Eminen on a stage having an epic rap battle together,b0d04d7cbc27aada61a2a2c88184bd2d92ab094fb3d6dff2db24cef0f2bfee54,imagereward:images/test/test_1/047841df-97f9-4a15-b607-09277e3b1b95.webp,imagereward:images/test/test_1/234f6195-5526-4d08-80a0-166943089bb9.webp,0.3251820206642151,0.22524026036262512,0.09994176030158997,gallery_images/2802ffe76385d498d3c98a7f.jpg,gallery_images/30e47bf7fcbfd5aa97ac686b.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
34276,party-building,1,supportive,imagereward:test:007223-0095,"movie still of a man and a robot in a moment of horror, movie still, cinematic composition, cinematic light, by edgar wright and david lynch ",7b1a3a2d747f29cf98ce5df43b3c627d9e7e7b46abc06de1cee720cd6536b561,imagereward:images/test/test_1/6514baaf-3172-4249-9d83-242b2ba9ba98.webp,imagereward:images/test/test_1/4617fab5-3eeb-4fe5-b59b-6b4917ca34db.webp,0.30340439081192017,0.20393607020378113,0.09946832060813904,gallery_images/a95c332022d07da836ab19e1.jpg,gallery_images/5beb51d142a760cca7b3f03a.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
34276,party-building,1,counterexample,imagereward:test:001286-0047,"psychedelic multicolor clouds, god rays, volumetric lighting, dynamic intricate ornate ",ef44d54a860ba33bf805487638711eca37f7aef6462684596d0766c9686d2e67,imagereward:images/test/test_2/ec272a8d-fad4-40aa-a390-598972e9e031.webp,imagereward:images/test/test_2/12b897e8-a3c4-49f2-989c-43f9d2f57131.webp,0.194350928068161,0.3443530797958374,-0.1500021517276764,gallery_images/8056e9c401f4208a1cad92b4.jpg,gallery_images/6dbfe5d73a7fe332ea4ced17.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}",unverified,,,
34276,party-building,1,counterexample,imagereward:test:008711-0012,spanish mauricio colmenero ,d1618101d7e65a6a00fb1c5473fcb3bd4c15c804a643a4ea8781779513d9603f,imagereward:images/test/test_1/3959448c-2756-41d5-9869-3e2c802acf6c.webp,imagereward:images/test/test_1/d2bc1498-10e0-4b96-82ad-f4b588a30628.webp,0.1975373923778534,0.32598596811294556,-0.12844857573509216,gallery_images/85ef7558086c98160e3761a1.jpg,gallery_images/c9b5dcf541e8e3543a448df0.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
34276,party-building,1,random_audit,imagereward:test:001151-0006,if woody and buzz from toy story had a kid pixar animation hd ,4ccbad501cbfb5dfe1c19daa4e7636a31e7ca8afdafd02312ce7531d13cf9fb2,imagereward:images/test/test_2/774539e6-7354-4d1d-9c26-b97d16d8a9aa.webp,imagereward:images/test/test_2/dde76970-481d-43df-a245-42f27096ea3f.webp,0.3208988606929779,0.2657611072063446,0.0551377534866333,gallery_images/0530f80d65049fa0549ad09d.jpg,gallery_images/be1b77cf79fe8a64877d6754.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
34276,party-building,1,random_audit,imagereward:test:001366-0019,"futuristic hall, crisp, artstation, luxury, beautiful, dim painterly lighting volumetric aquatic, 3 d concept art ",e3a542c2cbe701465611c2c84ea4691e2075ea645aa376611d45103a59d70789,imagereward:images/test/test_2/dcc69d99-20fa-4f27-b6bb-0edb740b39aa.webp,imagereward:images/test/test_2/62a1d17b-36b4-4c11-b6e4-5e880c6a3fce.webp,0.2763683795928955,0.26996439695358276,0.006403982639312744,gallery_images/689ad1bcb12532e425194eb3.jpg,gallery_images/871fa61eccc6fd56facbe94f.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}",unverified,,,
6830,building,1,supportive,imagereward:test:001151-0006,if woody and buzz from toy story had a kid pixar animation hd ,4ccbad501cbfb5dfe1c19daa4e7636a31e7ca8afdafd02312ce7531d13cf9fb2,imagereward:images/test/test_2/774539e6-7354-4d1d-9c26-b97d16d8a9aa.webp,imagereward:images/test/test_2/761693ef-64ba-49b3-af40-76c0d6d8531b.webp,0.3220995366573334,0.19422858953475952,0.12787094712257385,gallery_images/0530f80d65049fa0549ad09d.jpg,gallery_images/9af1a2ee13df21cc3fd1f454.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
6830,building,1,supportive,imagereward:test:007223-0095,"movie still of a man and a robot in a moment of horror, movie still, cinematic composition, cinematic light, by edgar wright and david lynch ",7b1a3a2d747f29cf98ce5df43b3c627d9e7e7b46abc06de1cee720cd6536b561,imagereward:images/test/test_1/6514baaf-3172-4249-9d83-242b2ba9ba98.webp,imagereward:images/test/test_1/4617fab5-3eeb-4fe5-b59b-6b4917ca34db.webp,0.30628547072410583,0.185686856508255,0.12059861421585083,gallery_images/a95c332022d07da836ab19e1.jpg,gallery_images/5beb51d142a760cca7b3f03a.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
6830,building,1,counterexample,imagereward:test:007153-0089,porsche 911 in back 2 the future. trail of fire on street. 88mph. lightning strike,d038503c1ac2e846acec02007e14ea5106e92f0ff6a8ee20c34f692327c1fde9,imagereward:images/test/test_1/f50b7583-e032-4d0b-8de8-2d5b8f8a3be6.webp,imagereward:images/test/test_1/9dce491c-3bd6-4ae1-8d44-7e557edadbdc.webp,0.22084951400756836,0.36552271246910095,-0.1446731984615326,gallery_images/1543e7cfdeac49cad10ce672.jpg,gallery_images/7f71c7d2ec135a903c973e2e.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Vehicles""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Vehicles""}",unverified,,,
6830,building,1,counterexample,imagereward:test:008711-0012,spanish mauricio colmenero ,d1618101d7e65a6a00fb1c5473fcb3bd4c15c804a643a4ea8781779513d9603f,imagereward:images/test/test_1/3959448c-2756-41d5-9869-3e2c802acf6c.webp,imagereward:images/test/test_1/d2bc1498-10e0-4b96-82ad-f4b588a30628.webp,0.20952138304710388,0.35329341888427734,-0.14377203583717346,gallery_images/85ef7558086c98160e3761a1.jpg,gallery_images/c9b5dcf541e8e3543a448df0.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
